ID,Latitude,Longitude,Depth,Slope,Avg_Laser_Dist,Substrate
0494,-61.20327083,-51.03363717,2033.89,35.71401596,609.995759226846,"hard"
0738,-61.20130117,-51.05574767,2129.51,17.85910606,706.5478334458711,"hard"
0956,-61.2018675,-51.072637,2095.48,70.1924057,968.5299147832721,"hard"
0942,-61.20187917,-51.07173833,2112.13,22.25212669,684.8995361015258,"hard"
0455,-61.20344733,-51.0300545,2047.31,45.38218689,590.262354008232,"hard"
0734,-61.20164883,-51.05601117,2133.74,21.56620598,1112.5212229370638,"hard"
0315,-61.202625,-51.01794283,2188.62,15.00178432,581.7183289771675,"hard"
0555,-61.20272967,-51.03935017,2142.02,30.68185425,528.2380578855302,"hard"
0458,-61.20344633,-51.03029333,2044.61,45.63620758,660.9934480261235,"hard"
0590,-61.20248717,-51.04272417,2032.04,3.094991684,627.2028659406515,"hard"
